SchemaName;SchemaID;DataCORELayer;ObjectName;ObjectID;ObjectType;ObjectTypeDescription;ObjectSQLCode_Anzahl_Character;ObjectSQLCode_First_32767_Characters
INFI_Costs_CDP_CSC1;68;INFormation Mart as Interface;V_INTF_COOM_Costs_DIM_GlobalHierarchyDescription_CDP;383704815;V ;VIEW;1618;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 4/11/2023 3:04:38 PM */ /**/ /**/ /* View: V_INTF_COOM_Costs_DIM_GlobalHierarchyDescription_CDP */ /**/ /* =*/ /* V00.00.01 2023-04-11 Ismail Okadia */ /* This view provides the description for the global hierarchy for CDP */ /* Restriction: */ /* None */ /* Changes: */ /* V00.00.01 - Initial version */ /* =*/
INFI_Costs_TM1_CSC1;57;INFormation Mart as Interface;V_INTF_COOM_Costs_DIM_CostElement;384368784;V ;VIEW;6686;/**/ /* View: V_INTF_COOM_Costs_DIM_CostElement */ /**/ /* =*/ /* V01.03.01 2023-10-01 Yannick Sigwalt GS/BDD1 */ /* This view provides the parent child hierarchy of CostElement for TM1 */ /* Data.CORE Outgoing Interface #0011 https://inside-docupedia.bosch.com/confluence/x/-Oo_VQ */ /* Restriction: */ /* Dynamic Hierarchy filter is used ([MEAM_DataCORE_CSC1].[V_DataCOREDimensionHierarchy]) */ /* Changes: */ /* V01.03.01 - reworked usage of GenericParameter table */ /* V01.03.00 - Extended by GenericParameter CostElement */ /* V01.02.00 - Replace Dimension IDs by Business Keys */ /* V01.01.00 - Add hierarchy 'RB-E-LOG' */ /* V01.00.01 - SQL notation adjustment for better readability */ /* V01.00.00 - Initial version */ /* =*/
INFI_Optravis_CSC1;64;INFormation Mart as Interface;V_INTF_MD_Material_D7;385084808;V ;VIEW;9266;/**/ /* View: V_INTF_MD_Material_D7 */ /**/ /* = */ /* V01.00.01 2023-03-10 Ilja Frolov GS/BDD2 */ /* Interface view for transfer of end-of-previous-month material master data to Optravis */ /* Data.CORE Outgoing Interface #334 https://inside-docupedia.bosch.com/confluence/x/jsCgpg */ /* Restrictions: */ /* - only includes materials that are linked to CO-PA items */ /* - only includes material descriptions in English language */ /* - only includes ValuationClassIDs where ValuationType equals blank */ /* Changes: */ /* - V01.00.01 Added filter for actual and previous year data */ /* - V01.00.00 Initial version */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_GK;385644667;V ;VIEW;2263;/**/ /* View: V_FactActualCost_GK */ /**/ /**/ /* V01.00.01 2021-09-24 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from P77 */ /* Changes: */ /* Restriction: */ /**/
INFI_GSSGA_CSC2;83;INFormation Mart as Interface;V_ActualCost_V2_IFCT0_D1;385800832;V ;VIEW;3409;/**/ /* View: V_ActualCost_V2_IFCT0_D1 */ /**/ /* =*/ /* V01.00.02 2023-04-24 Philipp Staiger GS/BDD1 */ /* Fact View for GS Trust SGnA */ /* Data.CORE Outgoing Interface #0166 https://inside-docupedia.bosch.com/confluence/x/J2JNcg */ /* Update: */ /* V01.00.02 - Replaced persisted fact table with [COCostActual_V2_MFCT0_<SourceSystem>] */ /* - Added column [TechnicalReverseFlag] */ /* V01.00.01 - Added new columns CostCenterCode & CostElementId */ /* V01.00.00 - Initial version */ /* =*/
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COPlanCostsDelta_G6;388508763;V ;VIEW;3387;/**/ /* View: V_COPlanCostsDelta_G6 */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[PlanCostsPrimary_WSATM_xx_X] and */ /* [RAWV_COOM_CSC1].[PlanCostsSecondary_WSATM_xx_X] to identify new CO plan cost records */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* - V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_V2_G9;389276842;V ;VIEW;4912;/**/ /* View: V_FactActualCost_G9 */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_MalfunctionNotification_V2_IDIM1_G5;391828608;V ;VIEW;8103;"/**/ /* View: V_MalfunctionNotification_V2_IDIM1_G5 */ /**/ /*=*/ /* V01.04.00 - 2021-04-22 - Tatjana Derdus CI/DAV2.3 */ /* MalfunctionNotification dimension created for the use case of reporting on maintenance costs */ /* Restriction: */ /* Update: */ /* - V01.04.00: 2021-04-22 Added values to Code and Group description fields */ /* - V01.03.01: 2021-04-06 Added columns [LanguageCode] and [SourceSystem] */ /* - V01.03.00: 2021-03-19 Renamed column [Damage] to [DamageGroup] & added columns [DamageCode], */ /* [DamageCodeDescription], [DamageGroupDescription]; */ /* Renamed column [Cause] to [CauseGroup] & added columns [CauseCode], */ /* [CauseCodeDescription], [CauseGroupDescription] (V2) */ /* - V01.02.00: 2021-01-18 Add filter to first if more than one Notification Cause */ /* - V01.01.00: 2021-01-15 Data type fix; Add filter to first if more than one Notification Item */ /* - V01.00.00: 2020-11-25 Initial version */ /*=*/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_YTD_V2_B2;392036828;V ;VIEW;11885;/**/ /* View: V_FactActualCost_Short_YTD_B2 */ /**/ /**/ /* V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 in a YTD logic */ /* Changes: */ /* - V01.01.00 2022-11-02 Szivos Andras CI/BTM-AC1 Major bug fix, as combinations missing in a certain month were not*/ /* shown in YTD logic */ /* - V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 some missing fields were added: YearMonthCreation, PostingPeriodId*/ /* - V01.00.00 2022-08-10 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_CDP_CSC2;69;INFormation Mart as Interface;V_INTF_CDP_Costs_FACT_CostActual_G2;397556800;V ;VIEW;8498;/**/ /* View: V_INTF_CDP_Costs_FACT_CostActual_G2 */ /**/ /* = */ /* V01.00.02 2022-11-10 Michal Erdman & Yannick Sigwalt GS/BDD2 */ /* This view is to provide CO-OM Cost Actuals data for Cost Driver Planning application (CDP) */ /* Data.CORE Outgoing Interface #0068 https://inside-docupedia.bosch.com/confluence/x/n5KPWw */ /* Implemented Soft Rules */ /* Debit Credit & Statistical indicator */ /* #FBI-SR-000000025 https://inside-docupedia.bosch.com/confluence/x/TUN-Mw */ /* Filter Cost Actual Fact Data by Company Code Positive List */ /* #FBI-SR-000000057 https://inside-docupedia.bosch.com/confluence/x/fFf1Yw */ /* Update: */ /* V01.00.02 Added PartnerCostCenter and PartnerActivityType/changed SR-000000025 implementation */ /* V01.00.01 -BugFixing due to duplicate CostCenter */ /* -optimized datatype of FiscalYear for better performance while querying */ /* -Reworked field naming and order to match the one from Plan view */ /* V01.00.00 Creation */ /* = */
INFI_Costs_TM1_CSC1;57;INFormation Mart as Interface;V_INTF_COOM_Costs_DIM_CostElement_ATTR;400368841;V ;VIEW;9960;"/**/ /* View: V_INTF_COOM_Costs_DIM_CostElement_ATTR */ /**/ /* =*/ /* V01.02.03 2022-01-10 Yannick Sigwalt & Stephan Wund GS/BDD1 */ /* This view provides the attributes of CostElement for TM1 */ /* Data.CORE Outgoing Interface #0012 https://inside-docupedia.bosch.com/confluence/x/kes_VQ */ /* Restriction: */ /* Dynamic Hierarchy filter is used ([MEAM_DataCORE_CSC1].[V_DataCOREDimensionHierarchy]) */ /* Changes: */ /* V01.02.03 - Reworked View to use dynamic hierarchy filter */ /* V01.02.02 - Include RB-E-LOG in hierarchy selection */ /* V01.02.01 - Remove hierarchy column and limit elements for RB-E hierarchy only */ /* - Remove CostElementId as attribute, already available as Element */ /* - Set ""S"" Type for all attributes */ /* V01.02.00 - Replace Dimension IDs by Business Keys */ /* V01.01.00 - Add hierarchy 'RB-E-LOG' */ /* V01.00.02 - Adapted column name ""Attribute"" to ""Attribut"" */ /* V01.00.01 - SQL notation adjustment for better readability */ /* V01.00.00 - Initial version */ /* =*/"
INFI_Costs_CDP_CSC1;68;INFormation Mart as Interface;V_INTF_COOM_Costs_DIM_OrganizationalOffice_CDP_ATTR_V2;401136920;V ;VIEW;3614;/**/ /* View: V_INTF_COOM_Costs_DIM_OrganizationalOffice_CDP_ATTR_V2 */ /**/ /* = */ /* V01.00.04 2023-08-17 Michal Erdman & URA1FE & Patrik Just CI/DAV2.3 */ /* This view provides the attributes of Organization Office for CDP */ /* Data.CORE Outgoing Interface #0134 https://inside-docupedia.bosch.com/confluence/x/RAkyZg */ /* Implemented Soft Rules */ /* Restriction: */ /* Changes: */ /* V01.00.04: Convert valid_from, valid_to to int */ /* V01.00.03: Changed valid_from and valid_to to display dates from source */ /* V01.00.02: Replaced cte_OrganizationOfficeMaxStateTimeFrom with */ /* cte_OrganizationOfficeValidAtExecutionTime */ /* V01.00.01 : Initial version */ /* = */
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_D0;401644724;V ;VIEW;1721;/**/ /* View: V_FactActualCost_Short_D0 */ /**/ /**/ /* V01.00.01 2021-09-24 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_CostCenter;401696779;V ;VIEW;1204;/**/ /* View: V_INTF_PNL_DIM_CostCenter */ /**/ /* = */ /* V 01.00.00 2020-10-23 Patrik Just CI/DAV2.3 */ /* Empty view to get structural consistency in target application */ /* Data.CORE Outgoing Interface #0052 https://inside-docupedia.bosch.com/confluence/x/lrh9Vg */ /* Restrictions: */ /* - IBM PA Interface Description */ /* https://inside-docupedia.bosch.com/confluence/display/BID/IBM+PA+%7C+Interface+Description */ /* Update: */ /* - V01.00.00 Create dummy view without content */ /* = */
INFI_GSSGA_CSC2;83;INFormation Mart as Interface;V_ActualCost_V2_IFCT0_D3;401800889;V ;VIEW;3409;/**/ /* View: V_ActualCost_V2_IFCT0_D3 */ /**/ /* =*/ /* V01.00.02 2023-04-24 Philipp Staiger GS/BDD1 */ /* Fact View for GS Trust SGnA */ /* Data.CORE Outgoing Interface #0166 https://inside-docupedia.bosch.com/confluence/x/J2JNcg */ /* Update: */ /* V01.00.02 - Replaced persisted fact table with [COCostActual_V2_MFCT0_<SourceSystem>] */ /* - Added column [TechnicalReverseFlag] */ /* V01.00.01 - Added new columns CostCenterCode & CostElementId */ /* V01.00.00 - Initial version */ /* =*/
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COPlanCostsDelta_G7;404508820;V ;VIEW;3387;/**/ /* View: V_COPlanCostsDelta_G7 */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[PlanCostsPrimary_WSATM_xx_X] and */ /* [RAWV_COOM_CSC1].[PlanCostsSecondary_WSATM_xx_X] to identify new CO plan cost records */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* - V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_V2_GK;405276899;V ;VIEW;4912;/**/ /* View: V_FactActualCost_GK */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_MalfunctionNotification_V2_IDIM1_G6;407828665;V ;VIEW;8103;"/**/ /* View: V_MalfunctionNotification_V2_IDIM1_G6 */ /**/ /*=*/ /* V01.04.00 - 2021-04-22 - Tatjana Derdus CI/DAV2.3 */ /* MalfunctionNotification dimension created for the use case of reporting on maintenance costs */ /* Restriction: */ /* Update: */ /* - V01.04.00: 2021-04-22 Added values to Code and Group description fields */ /* - V01.03.01: 2021-04-06 Added columns [LanguageCode] and [SourceSystem] */ /* - V01.03.00: 2021-03-19 Renamed column [Damage] to [DamageGroup] & added columns [DamageCode], */ /* [DamageCodeDescription], [DamageGroupDescription]; */ /* Renamed column [Cause] to [CauseGroup] & added columns [CauseCode], */ /* [CauseCodeDescription], [CauseGroupDescription] (V2) */ /* - V01.02.00: 2021-01-18 Add filter to first if more than one Notification Cause */ /* - V01.01.00: 2021-01-15 Data type fix; Add filter to first if more than one Notification Item */ /* - V01.00.00: 2020-11-25 Initial version */ /*=*/"
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_YTD_V2_D0;408036885;V ;VIEW;11885;/**/ /* View: V_FactActualCost_Short_YTD_D0 */ /**/ /**/ /* V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 in a YTD logic */ /* Changes: */ /* - V01.01.00 2022-11-02 Szivos Andras CI/BTM-AC1 Major bug fix, as combinations missing in a certain month were not*/ /* shown in YTD logic */ /* - V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 some missing fields were added: YearMonthCreation, PostingPeriodId*/ /* - V01.00.00 2022-08-10 Szivos Andras CI/BTM-AC1 Original version created */ /**/
MEAM_DataCORE_CSC1;46;MEtA Mart;V_DataCORELogicalSystem;409260713;V ;VIEW;937;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 19.10.2021 07:54:58 */ /**/ /**/ /* View: V_DataCORELogicalSystem */ /**/
INFI_Costs_CDP_CSC2;69;INFormation Mart as Interface;V_INTF_CDP_Costs_FACT_CostActual_G3;413556857;V ;VIEW;8487;/**/ /* View: V_INTF_CDP_Costs_FACT_CostActual_G3 */ /**/ /* = */ /* V01.00.02 2022-11-10 Michal Erdman & Yannick Sigwalt GS/BDD2 */ /* This view is to provide CO-OM Cost Actuals data for Cost Driver Planning application (CDP) */ /* Data.CORE Outgoing Interface #0068 https://inside-docupedia.bosch.com/confluence/x/n5KPWw */ /* Implemented Soft Rules */ /* Debit Credit & Statistical indicator */ /* #FBI-SR-000000025 https://inside-docupedia.bosch.com/confluence/x/TUN-Mw */ /* Filter Cost Actual Fact Data by Company Code Positive List */ /* #FBI-SR-000000057 https://inside-docupedia.bosch.com/confluence/x/fFf1Yw */ /* Update: */ /* V01.00.02 Added PartnerCostCenter and PartnerActivityType/changed SR-000000025 implementation */ /* V01.00.01 -BugFixing due to duplicate CostCenter */ /* -optimized datatype of FiscalYear for better performance while querying */ /* -Reworked field naming and order to match the one from Plan view */ /* V01.00.00 Creation */ /* = */
INFI_GSP2P_CSC2;96;INFormation Mart as Interface;V_INTF_SupplierHierarchy_V1_IDIM1;417136977;V ;VIEW;3972;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 8/4/2023 1:21:56 PM */ /**/ /**/ /* View: V_INTF_SupplierHierarchy_V1_IDIM1 */ /**/ /**/ /* V01.00.01 2023-08-04 Sanja Mihalic BD/XAD3 & Stephan Wund GS/BDD1 */ /* Vendor Dimensional View for GS Trust P2P */ /* Data.CORE Outgoing Interface #0201 https://inside-docupedia.bosch.com/confluence/x/1D6tfg */ /* Restriction: */ /* */ /* Update: */ /* V01.00.01 2023-08-04 - initial */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_D4;417644781;V ;VIEW;1721;/**/ /* View: V_FactActualCost_Short_D4 */ /**/ /**/ /* V01.00.01 2021-09-24 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PC4 */ /* Changes: */ /* Restriction: */ /**/
INFI_TM1_CSC2;9;INFormation Mart as Interface;V_INTF_PNL_DIM_CostCenter_ATTR;417696836;V ;VIEW;13299;/**/ /* View: V_INTF_PNL_DIM_CostCenter_ATTR */ /**/ /* =*/ /* V01.00.01 2022-07-07 Yannick Sigwalt GS/BDD2 */ /* This view provides the attributes of CostCenter for TM1 */ /* Data.CORE Outgoing Interface #0053 https://inside-docupedia.bosch.com/confluence/x/-7h9Vg */ /* Restriction: */ /* none */ /* Changes: */ /* V01.00.01 Added Cost Center from S4 */ /* =*/
INFI_GSSGA_CSC2;83;INFormation Mart as Interface;V_ActualCost_V2_IFCT0_D4;417800946;V ;VIEW;3409;/**/ /* View: V_ActualCost_V2_IFCT0_D4 */ /**/ /* =*/ /* V01.00.02 2023-04-24 Philipp Staiger GS/BDD1 */ /* Fact View for GS Trust SGnA */ /* Data.CORE Outgoing Interface #0166 https://inside-docupedia.bosch.com/confluence/x/J2JNcg */ /* Update: */ /* V01.00.02 - Replaced persisted fact table with [COCostActual_V2_MFCT0_<SourceSystem>] */ /* - Added column [TechnicalReverseFlag] */ /* V01.00.01 - Added new columns CostCenterCode & CostElementId */ /* V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_MaintenanceOrder_V3_IDIM1_G4_Test_DemoSystem;418972719;V ;VIEW;7629;"/**/ /* View: V_MaintenanceOrder_V3_IDIM1_Test_G4_DemoSystem */ /**/ /**/ /* V01.02.01 - 2020-08-26 Tatjana Derdus CI/DAV2.3 */ /* New view Dimension Maintenance based on optimized data model for SAPP81 */ /* Update: */ /* - V01.00.00: Initial version (2020-03-30) */ /* - V01.00.01: Cast BasicStartDate and BasicEndDate as Date */ /* - V01.01.00: Adjust MaintenanceOrderId to trim variable number of leading zeros */ /* - V01.02.00: Make independent of LanguageCode; Use BasicStart/End DateId instead of Date */ /* - V01.02.01: Make Dummy-Record (DimId = 0) exclusive for view of leading system (POE/G0) */ /* - V01.03.00: Add column FunctionalLocationDimId */ /**/"
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COPlanCostsDelta_G9;420508877;V ;VIEW;3387;/**/ /* View: V_COPlanCostsDelta_G9 */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[PlanCostsPrimary_WSATM_xx_X] and */ /* [RAWV_COOM_CSC1].[PlanCostsSecondary_WSATM_xx_X] to identify new CO plan cost records */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* - V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_V2_O1;421276956;V ;VIEW;4912;/**/ /* View: V_FactActualCost_GK */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_YTD_V2_D3;424036942;V ;VIEW;11885;/**/ /* View: V_FactActualCost_Short_YTD_D3 */ /**/ /**/ /* V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 in a YTD logic */ /* Changes: */ /* - V01.01.00 2022-11-02 Szivos Andras CI/BTM-AC1 Major bug fix, as combinations missing in a certain month were not*/ /* shown in YTD logic */ /* - V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 some missing fields were added: YearMonthCreation, PostingPeriodId*/ /* - V01.00.00 2022-08-10 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_CDP_CSC2;69;INFormation Mart as Interface;V_INTF_CDP_Costs_FACT_CostActual_G4;429556914;V ;VIEW;8498;/**/ /* View: V_INTF_CDP_Costs_FACT_CostActual_G4 */ /**/ /* = */ /* V01.00.02 2022-11-10 Michal Erdman & Yannick Sigwalt GS/BDD2 */ /* This view is to provide CO-OM Cost Actuals data for Cost Driver Planning application (CDP) */ /* Data.CORE Outgoing Interface #0068 https://inside-docupedia.bosch.com/confluence/x/n5KPWw */ /* Implemented Soft Rules */ /* Debit Credit & Statistical indicator */ /* #FBI-SR-000000025 https://inside-docupedia.bosch.com/confluence/x/TUN-Mw */ /* Filter Cost Actual Fact Data by Company Code Positive List */ /* #FBI-SR-000000057 https://inside-docupedia.bosch.com/confluence/x/fFf1Yw */ /* Update: */ /* V01.00.02 Added PartnerCostCenter and PartnerActivityType/changed SR-000000025 implementation */ /* V01.00.01 -BugFixing due to duplicate CostCenter */ /* -optimized datatype of FiscalYear for better performance while querying */ /* -Reworked field naming and order to match the one from Plan view */ /* V01.00.00 Creation */ /* = */
INFI_PlantResult_TM1_CSC1;111;INFormation Mart as Interface;V_INTF_DIM_WBSElement;433084979;V ;VIEW;4671;"/**/ /* View: V_INTF_DIM_WBSElement */ /**/ /* =*/ /* V01.00.01 2023-03-23 Tatjana Derdus */ /* This view provides the parent-child-hierarchy of WBS Element (internal) related to PlantResult to TM1. */ /* Restriction: */ /* - Only WBS Elements used in CO-PA bookings are delivered by this view. */ /* Changes: */ /* - V01.00.01 - 2023-03-15 - Use internal WBS Element as key; add end-dating satellites */ /* - V01.00.00 - 2023-03-10 - Initial version */ /* =*/"
INFI_GSP2P_CSC2;96;INFormation Mart as Interface;V_AccountingP2PAggregated_V1_IFCT0;433137034;V ;VIEW;6098;/**/ /* View: V_AccountingP2PAggregated_V1_IFCT0 */ /**/ /**/ /* V01.00.05 - 2023-08-17 Sanja Mihalic BD/XAD3 */ /* Fact view for Accounting P2P - Aggregated Fact */ /* Data.CORE Outgoing Interface #0191 https://inside-docupedia.bosch.com/confluence/x/UlFQf */ /* Update: */ /* - V01.00.05 2023-08-17 - Adding fields for changed rules #xBI-P2P-000000008 NetDueDate and #xBI-P2P-000000018 DaysOverdue */ /* - V01.00.04 2023-07-10 - New Key logic implemented (VendorInvoice_BHUB) */ /* - V01.00.03 2023-04-07 - Rework PerFact views after Business UAT */ /* - V01.00.02 2023-03-20 - Rework PerFact views after UAT */ /* - V01.00.01 2023-02-28 - Change of field name PaymentTermDays to PaymentDays */ /* - V01.00.00 2023-01-23 - Initial */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_G0;433644838;V ;VIEW;1721;/**/ /* View: V_FactActualCost_Short_G0 */ /**/ /**/ /* V01.00.01 2021-09-24 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from POE */ /* Changes: */ /* Restriction: */ /**/
INFI_GSSGA_CSC2;83;INFormation Mart as Interface;V_ActualCost_V2_IFCT0_G0;433801003;V ;VIEW;3409;/**/ /* View: V_ActualCost_V2_IFCT0_G0 */ /**/ /* =*/ /* V01.00.02 2023-04-24 Philipp Staiger GS/BDD1 */ /* Fact View for GS Trust SGnA */ /* Data.CORE Outgoing Interface #0166 https://inside-docupedia.bosch.com/confluence/x/J2JNcg */ /* Update: */ /* V01.00.02 - Replaced persisted fact table with [COCostActual_V2_MFCT0_<SourceSystem>] */ /* - Added column [TechnicalReverseFlag] */ /* V01.00.01 - Added new columns CostCenterCode & CostElementId */ /* V01.00.00 - Initial version */ /* =*/
MEAV_DataCORE_CSC1;47;MEtA Vault;V_COPlanCostsDelta_GK;436508934;V ;VIEW;3387;/**/ /* View: V_COPlanCostsDelta_GK */ /**/ /* =*/ /* V01.00.02 2022-11-02 Yannick Sigwalt GS/BDD1 */ /* This view reads all the loaded records from [RAWV_COOM_CSC1].[PlanCostsPrimary_WSATM_xx_X] and */ /* [RAWV_COOM_CSC1].[PlanCostsSecondary_WSATM_xx_X] to identify new CO plan cost records */ /* Restriction: */ /* - none */ /* Update: */ /* - V01.00.02 - Reworked SQL */ /* - V01.00.00 - Initial version */ /* =*/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_V2_A3;437277013;V ;VIEW;4912;/**/ /* View: V_FactActualCost_GK */ /**/ /**/ /* V01.00.01 2022-03-06 Kessler Waldemar CI/BTM-AC1 */ /* Fact view for Costs booked on Cost Centers from PTT */ /* Changes: */ /* Restriction: */ /**/
INFI_Costs_SSAS_CSC2;51;INFormation Mart as Interface;V_FactActualCost_Short_YTD_V2_D4;440036999;V ;VIEW;11885;/**/ /* View: V_FactActualCost_Short_YTD_D4 */ /**/ /**/ /* V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 */ /* Fact view for Costs aggregated booked on Cost Centers from PS0 in a YTD logic */ /* Changes: */ /* - V01.01.00 2022-11-02 Szivos Andras CI/BTM-AC1 Major bug fix, as combinations missing in a certain month were not*/ /* shown in YTD logic */ /* - V01.00.01 2022-09-12 Szivos Andras CI/BTM-AC1 some missing fields were added: YearMonthCreation, PostingPeriodId*/ /* - V01.00.00 2022-08-10 Szivos Andras CI/BTM-AC1 Original version created */ /**/
INFI_Costs_CDP_CSC2;69;INFormation Mart as Interface;V_INTF_CDP_Costs_FACT_CostActual_G5;445556971;V ;VIEW;8495;/**/ /* View: V_INTF_CDP_Costs_FACT_CostActual_G5 */ /**/ /* = */ /* V01.00.02 2022-11-10 Michal Erdman & Yannick Sigwalt GS/BDD2 */ /* This view is to provide CO-OM Cost Actuals data for Cost Driver Planning application (CDP) */ /* Data.CORE Outgoing Interface #0068 https://inside-docupedia.bosch.com/confluence/x/n5KPWw */ /* Implemented Soft Rules */ /* Debit Credit & Statistical indicator */ /* #FBI-SR-000000025 https://inside-docupedia.bosch.com/confluence/x/TUN-Mw */ /* Filter Cost Actual Fact Data by Company Code Positive List */ /* #FBI-SR-000000057 https://inside-docupedia.bosch.com/confluence/x/fFf1Yw */ /* Update: */ /* V01.00.02 Added PartnerCostCenter and PartnerActivityType/changed SR-000000025 implementation */ /* V01.00.01 -BugFixing due to duplicate CostCenter */ /* -optimized datatype of FiscalYear for better performance while querying */ /* -Reworked field naming and order to match the one from Plan view */ /* V01.00.00 Creation */ /* = */
INFI_PlantResult_TM1_CSC1;111;INFormation Mart as Interface;V_INTF_DIM_InternalOrder;448369012;V ;VIEW;1616;/**/ /* Database name: @DB_DATA_VAULT_SQL */ /* DBMS name: Microsoft SQL Server 2016 - Bosch */ /* Created on: 18.01.2023 11:37:56 */ /**/ /**/ /* View: V_INTF_DIM_InternalOrder */ /**/ /* = */ /* V01.00.00 2023-01-18 Michal Erdman */ /* Access Layer for Plant Result for Internal Orders for TM1 */ /* Data.CORE Outgoing Interface #0316 https://inside-docupedia.bosch.com/confluence/x/1iB6mQ */ /* Restrictions: */ /* - Empty view to get structural consistency in target application */ /* - IBM PA Interface Description */ /* https://inside-docupedia.bosch.com/confluence/display/BID/IBM+PA+%7C+Interface+Description */ /* Update: */ /* - V01.00.00 Create dummy view without content */ /* = */
INFI_PlantResult_TM1_CSC1;111;INFormation Mart as Interface;V_INTF_DIM_WBSElement_ATTR;449085036;V ;VIEW;10542;"/**/ /* View: V_INTF_DIM_WBSElement_ATTR */ /**/ /* =*/ /* V01.00.01 2023-03-23 Tatjana Derdus */ /* This view provides the attributes of WBS Element (internal) related to PlantResult to TM1. */ /* Restriction: */ /* - Only WBS Elements used in CO-PA bookings are delivered by this view. */ /* Changes: */ /* - V01.00.01 - 2023-03-23 - Use internal WBS Element as key; add end-dating satellites */ /* - V01.00.00 - 2023-03-10 - Initial version */ /* =*/"
